CEP,Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude,UF,Location
69900004,1,Bairro Da Base,,ChIJI_EhG6qNf5ERJ1ApkyIPHsQ,"R. Barbosa Lima, 306-428 - Base, Rio Branco - AC, 69908-430",Rio Branco,AC,,4.4,32,-9.9797022,-67.810046,,
69900004,2,A Casa do Rio Gastrobarzar,,ChIJKS1xvTuNf5ERdFtWJteBtus,"R. Barbosa Lima, 146 - Base, Rio Branco - AC, 69900-004",Rio Branco,AC,+55 68 99972-0714,4.6,328,-9.9792348,-67.80984389999999,,
69900004,3,Dallas grill,,ChIJzVKF4qmNf5ERGYzhsUnHFUE,"6 de Agosto, Rio Branco - AC, 69914-220",Rio Branco,AC,,3.7,6,-9.9809302,-67.8093221,,
69900004,4,Bom Tempero RESTAURANTE,,ChIJWzvuWQeNf5ERApiAqMZefXg,"R. Cunha Matos, 309 - 6 de Agosto, Rio Branco - AC, 69905-590",Rio Branco,AC,,,,-9.980870999999999,-67.8089361,,
69900004,5,Cozinha dos Casseb's,https://instagram.com/cozinhadoscassebs,ChIJ9TAxvMONf5ERqB2rgOAKZRI,"R. Cunha Matos, 443 - 6 de Agosto, Rio Branco - AC, 69905-590",Rio Branco,AC,,5,1,-9.9817,-67.8098776,,
69900004,6,Aprincesinha churrascaria e pizzaria.,,ChIJfeq-rqqNf5ER8uN3ZI2IOO0,"Tv. da Catedral, 14 - Centro, Rio Branco - AC, 69908-000",Rio Branco,AC,+55 68 99943-2112,4.1,1843,-9.9755109,-67.8106881,,
69900004,7,Felícia Jarude Comida Árabe,,ChIJh5XDxqmNf5ER0d9d8J_e-O4,"1431, R. Cunha Matos, 1133 - 6 de Agosto, Rio Branco - AC, 69901-036",Rio Branco,AC,+55 68 99987-8797,4.4,69,-9.9820558,-67.8104425,,
69900004,8,Churrascaria Canaã,,ChIJA7bdUAeNf5ER2lZSH0HGFdg,"Com a Rua 24 de Janeiro 309, R. Cunha Matos, 1432 - 6 de Agosto, Rio Branco - AC, 69901-036",Rio Branco,AC,+55 68 99219-7366,4.5,487,-9.9808002,-67.8087403,,
69900004,9,Churrascaria Rio Branco,,ChIJVTrNUQeNf5ERrOUxydxaYiA,"R. Sen. Eduardo Assmar, 1313 - 6 de Agosto, Rio Branco - AC, 69901-160",Rio Branco,AC,+55 68 98417-1608,4.4,558,-9.9805948,-67.8085972,,
69900004,10,D'Terra Grill,,ChIJDTmInQaNf5ERIYFsnIwPqj0,"Via Chico Mendes, 528 - Triângulo, Rio Branco - AC, 69900-000",Rio Branco,AC,+55 68 3028-1998,4.5,1425,-9.9820051,-67.8072837,,
69900004,11,Pub beira Rio,,ChIJJQPVVtyNf5ERmKj8D6Sm6GY,"R. Barbosa Lima - Base, Rio Branco - AC, 69900-004",Rio Branco,AC,+55 68 99242-5900,5,4,-9.9787737,-67.8091779,,
69900004,12,Rabada da Suzete,,ChIJE9j06K2Nf5ERN95B-eXEIvQ,"R. Cunha Matos, 315 - 6 de Agosto, Rio Branco - AC, 69905-590",Rio Branco,AC,+55 68 99964-8784,5,2,-9.9810112,-67.8089385,,
69900004,13,Restaurante Recanto dos Amigos,,ChIJJVYQCySNf5ER3m8Gripuo40,"Rua: Plínio Brandão N: - Base, Rio Branco - AC, 69900-037",Rio Branco,AC,+55 68 99994-9238,5,2,-9.9777461,-67.8115251,,
69900004,14,Mercado Velho,,ChIJbeQTIvGNf5ERYoE3ZkCfty4,"Av. Epaminondas Jácome Centro, 2813 - Centro, Rio Branco - AC, 69900-010",Rio Branco,AC,,4.5,992,-9.9764273,-67.8075346,,
69900004,15,Restaurante Bom Sabor,,ChIJXxUwxV6Mf5ER45OCof7483Y,"R. Quintino Bocaiuva, 1732 - Centro, Rio Branco - AC, 69909-400",Rio Branco,AC,+55 68 3223-3072,3.5,4,-9.9738847,-67.8061252,,
